handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
realDonaldTrump,"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!","Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!",21,Positive,False,,2016-05-06 18:03:34,2016-05-06,18:03:34,en,3810,12476
realDonaldTrump,Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.,Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.,26,Positive,False,,2016-05-06 16:08:23,2016-05-06,16:08:23,en,8259,24249
HillaryClinton,"Are you a Republican who thinks @realDonaldTrump should not become president?

Tell us why: https://t.co/OvwepPNXoC",Are you a Republican who thinks realDonaldTrump should not become president?Tell us why: ,13,Neutral,False,,2016-05-06 15:52:49,2016-05-06,15:52:49,en,1098,2029
HillaryClinton,"We asked a dozen people how they feel about a Donald Trump presidency.

They were…honest. https://t.co/4G3WhW4EVd",We asked a dozen people how they feel about a Donald Trump presidency.They were…honest. ,14,Neutral,False,,2016-05-06 15:27:54,2016-05-06,15:27:54,en,801,1560
HillaryClinton,We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. https://t.co/HzFWUT1XFl,We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. ,21,Neutral,False,,2016-05-06 13:05:35,2016-05-06,13:05:35,en,2306,3764
realDonaldTrump,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!","Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!",23,Negative,False,,2016-05-06 12:38:38,2016-05-06,12:38:38,en,10415,29425
realDonaldTrump,"Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!","Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!",24,Negative,False,,2016-05-06 12:08:37,2016-05-06,12:08:37,en,13363,40210
realDonaldTrump,"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""","""Ausbiz:  Many would say that you are the only talented person running for the top job this time! MakeAmericaGreatAgain TrumpTrain""",20,Positive,False,,2016-05-06 11:50:19,2016-05-06,11:50:19,en,2582,9387
realDonaldTrump,"So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!","So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!",19,Positive,False,,2016-05-06 10:26:43,2016-05-06,10:26:43,en,5934,18888
realDonaldTrump,"Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!","Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!",23,Positive,False,,2016-05-06 10:19:08,2016-05-06,10:19:08,en,6691,22643
realDonaldTrump,"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!","Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!",26,Negative,False,,2016-05-06 10:14:56,2016-05-06,10:14:56,en,7183,21781
realDonaldTrump,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. Trump2016,20,Positive,False,,2016-05-06 03:19:09,2016-05-06,03:19:09,en,6506,17885
HillaryClinton,This is the man the @GOP has selected to be their nominee for president. https://t.co/rm4BjlPhkk,This is the man the GOP has selected to be their nominee for president. ,14,Neutral,False,,2016-05-06 02:49:14,2016-05-06,02:49:14,en,4801,6225
realDonaldTrump,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized.","Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized.",24,Positive,False,,2016-05-06 01:57:05,2016-05-06,01:57:05,en,10138,27407
HillaryClinton,Volkswagen workers in TN are raising their voices for the rights they deserve. VW should meet them at the table. -H https://t.co/kQQTEXplGL,Volkswagen workers in TN are raising their voices for the rights they deserve. VW should meet them at the table. -H ,21,Neutral,False,,2016-05-06 01:21:45,2016-05-06,01:21:45,en,855,1838
HillaryClinton,We cannot let Donald Trump become the next president. https://t.co/1nFZbCiGV2,We cannot let Donald Trump become the next president. ,9,Neutral,False,,2016-05-06 00:56:43,2016-05-06,00:56:43,en,1495,3464
HillaryClinton,"He's been called ""the most lawless lawman in America."" He's endorsed @RealDonaldTrump. https://t.co/zu1CHenC7M https://t.co/35gcjoRQ7b","He's been called ""the most lawless lawman in America."" He's endorsed RealDonaldTrump.  ",12,Positive,True,TheBriefing2016,2016-05-06 00:06:59,2016-05-06,00:06:59,en,822,852
HillaryClinton,Comprehensive immigration reform will bring people out of the shadows and into our economy. https://t.co/NUlSKmWCGD,Comprehensive immigration reform will bring people out of the shadows and into our economy. ,14,Positive,False,,2016-05-05 23:32:36,2016-05-05,23:32:36,en,2885,7363
realDonaldTrump,"Join me tomorrow! #Trump2016 
#MakeAmericaGreatAgain 

Omaha, Nebraska:
https://t.co/2OWQIlNutu

Eugene, Oregon:
https://t.co/oroTbvsNdQ","Join me tomorrow! Trump2016 MakeAmericaGreatAgain Omaha, Nebraska:Eugene, Oregon:",8,Positive,False,,2016-05-05 23:28:31,2016-05-05,23:28:31,en,3451,8991
HillaryClinton,"We should be fighting to keep families together, not rip them apart. https://t.co/hd6FCPdwvo","We should be fighting to keep families together, not rip them apart. ",12,Negative,False,,2016-05-05 23:07:57,2016-05-05,23:07:57,en,1332,3109
HillaryClinton,"5.5 million kids in the U.S. have at least one undocumented parent.
 
Trump's deportations would hurt them the most. https://t.co/rJMiq7KYwk",5.5 million kids in the U.S. have at least one undocumented parent. Trump's deportations would hurt them the most. ,19,Negative,False,,2016-05-05 22:48:20,2016-05-05,22:48:20,en,1256,1961
HillaryClinton,FACT: Donald Trump would end birthright citizenship. https://t.co/RJfgxTC2Ou,FACT: Donald Trump would end birthright citizenship. ,7,Neutral,False,,2016-05-05 22:34:04,2016-05-05,22:34:04,en,985,1382
HillaryClinton,"Last night, Trump stood by his plans to ban Muslims from entering the U.S. and deport millions of immigrants. https://t.co/8KYse7wy4P","Last night, Trump stood by his plans to ban Muslims from entering the U.S. and deport millions of immigrants. ",19,Negative,False,,2016-05-05 22:11:40,2016-05-05,22:11:40,en,2040,2413
HillaryClinton,Trump podría ser tu próximo Comandante del Ejército. ¿Cómo es su visión sobre la política exterior? Irresponsable. https://t.co/9MZs1jUFoV,Trump podría ser tu próximo Comandante del Ejército. ¿Cómo es su visión sobre la política exterior? Irresponsable. ,17,Neutral,False,,2016-05-05 21:31:26,2016-05-05,21:31:26,es,546,762
HillaryClinton,"“I love Hispanics!” —Trump, 52 minutes ago https://t.co/b9mv7nUduN

“They’re gonna be deported.” —Trump, yesterday https://t.co/HzFWUT1XFl","“I love Hispanics!” —Trump, 52 minutes ago “They’re gonna be deported.” —Trump, yesterday ",13,Positive,False,,2016-05-05 19:49:54,2016-05-05,19:49:54,en,6104,6962
realDonaldTrump,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, &amp; run as an Independent.","Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, &amp; run as an Independent.",22,Negative,False,,2016-05-05 19:30:32,2016-05-05,19:30:32,en,12457,35042
HillaryClinton,"""Everything I say I'm gonna do, folks, I do.""

What Trump says he'll do as president: deport millions of immigrants.
https://t.co/HzFWUTjywT","""Everything I say I'm gonna do, folks, I do.""What Trump says he'll do as president: deport millions of immigrants.",19,Neutral,False,,2016-05-05 19:11:15,2016-05-05,19:11:15,en,1347,1895
realDonaldTrump,Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI,Happy CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics!  ,15,Positive,False,,2016-05-05 18:57:30,2016-05-05,18:57:30,en,82653,115107
HillaryClinton,"""I want more Americans to believe again we are all in this together.""
https://t.co/VECLFeVoyC","""I want more Americans to believe again we are all in this together.""",13,Positive,False,,2016-05-05 18:43:25,2016-05-05,18:43:25,en,1504,2964
realDonaldTrump,I will be interviewed by @BretBaier @SpecialReport at 6pm ET tonight @FoxNews,I will be interviewed by BretBaier SpecialReport at 6pm ET tonight FoxNews,12,Neutral,False,,2016-05-05 18:37:47,2016-05-05,18:37:47,en,2190,7858
HillaryClinton,They say your friends reflect who you really are... https://t.co/aubM6KS0BG,They say your friends reflect who you really are... ,9,Positive,False,,2016-05-05 15:57:53,2016-05-05,15:57:53,en,1044,1630
HillaryClinton,Hillary will be the Small Business President—especially for women- and minority-owned companies: https://t.co/BX6n4uS6xU #SmallBizWeek,Hillary will be the Small Business President—especially for women- and minority-owned companies:  SmallBizWeek,13,Neutral,True,mikereedschmidt,2016-05-05 15:20:36,2016-05-05,15:20:36,en,495,905
realDonaldTrump,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.,21,Negative,False,,2016-05-05 14:29:40,2016-05-05,14:29:40,en,3376,12199
HillaryClinton,"""Do you still believe that Muslims should be banned from entering the country?""

@realDonaldTrump: ""Yes.""
https://t.co/rm4Bjm6SbS","""Do you still believe that Muslims should be banned from entering the country?""realDonaldTrump: ""Yes.""",14,Negative,False,,2016-05-05 14:29:00,2016-05-05,14:29:00,en,2576,2900
HillaryClinton,"Republicans agree: Donald Trump is reckless, dangerous, and divisive. https://t.co/fUkISvxMmc","Republicans agree: Donald Trump is reckless, dangerous, and divisive. ",9,Negative,False,,2016-05-05 13:03:06,2016-05-05,13:03:06,en,3994,6347
HillaryClinton,"President Trump?

Nope: https://t.co/LFfa59OaHX",President Trump?Nope: ,2,Neutral,False,,2016-05-05 03:14:40,2016-05-05,03:14:40,en,835,1934
HillaryClinton,Trump es el presunto nominado del Partido Republicano. No podemos dejar que su retórica odiosa y peligrosa se acerque a la Casa Blanca.,Trump es el presunto nominado del Partido Republicano. No podemos dejar que su retórica odiosa y peligrosa se acerque a la Casa Blanca.,23,Negative,False,,2016-05-05 02:44:05,2016-05-05,02:44:05,es,1567,2312
HillaryClinton,We need the strongest team to take on Donald Trump and the GOP in November. Apply to join @HFA today: https://t.co/mqHP020BgD,We need the strongest team to take on Donald Trump and the GOP in November. Apply to join HFA today: ,20,Positive,False,,2016-05-05 02:14:18,2016-05-05,02:14:18,en,791,1846
HillaryClinton,"Thank you, @POTUS, for visiting today and shining light on the ongoing crisis in Flint. https://t.co/3jfdvB9aM1","Thank you, POTUS, for visiting today and shining light on the ongoing crisis in Flint. ",15,Negative,True,ChelseaClinton,2016-05-05 01:45:48,2016-05-05,01:45:48,en,794,2372
HillaryClinton,"On Holocaust Remembrance Day, we remember the millions of lives lost and rededicate ourselves to fighting hate and intolerance everywhere.","On Holocaust Remembrance Day, we remember the millions of lives lost and rededicate ourselves to fighting hate and intolerance everywhere.",20,Negative,False,,2016-05-05 01:15:30,2016-05-05,01:15:30,en,2736,5815
HillaryClinton,"The Republican Party is now the party of Trump. Here's what it stands for.
https://t.co/kCWJ9m2zNE",The Republican Party is now the party of Trump. Here's what it stands for.,14,Positive,False,,2016-05-05 00:44:47,2016-05-05,00:44:47,en,5588,6136
HillaryClinton,"Love this, Ellen. Where can I get one? -H https://t.co/JnErtSVkjS","Love this, Ellen. Where can I get one? -H ",9,Positive,False,,2016-05-05 00:23:11,2016-05-05,00:23:11,en,1118,3349
HillaryClinton,"Trump just stood by his proposals to ban Muslims from entering the U.S. &amp; deport millions of immigrants. Seriously.
https://t.co/8KYse7O8Wn",Trump just stood by his proposals to ban Muslims from entering the U.S. &amp; deport millions of immigrants. Seriously.,19,Negative,False,,2016-05-04 23:46:39,2016-05-04,23:46:39,en,2339,2752
HillaryClinton,"""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary
https://t.co/xcbYMepYdX","""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary",19,Negative,False,,2016-05-04 22:40:17,2016-05-04,22:40:17,en,2018,4056
HillaryClinton,"""He's a race-baiting, xenophobic, religious bigot."" —@LindseyGrahamSC on @realDonaldTrump
https://t.co/zbQQHvr4VP","""He's a race-baiting, xenophobic, religious bigot."" —LindseyGrahamSC on realDonaldTrump",9,Neutral,True,TheBriefing2016,2016-05-04 22:15:59,2016-05-04,22:15:59,en,2207,2612
HillaryClinton,As a software engineer you can stop Trump. Details here: https://t.co/O8SX1OyDZY,As a software engineer you can stop Trump. Details here: ,10,Negative,True,kylerush,2016-05-04 21:28:02,2016-05-04,21:28:02,en,342,594
HillaryClinton,"Stonewall: the birthplace of a movement, and soon a national monument for equality. https://t.co/Yb1u1tUcR4 #ThanksObama","Stonewall: the birthplace of a movement, and soon a national monument for equality.  ThanksObama",14,Neutral,False,,2016-05-04 20:00:15,2016-05-04,20:00:15,en,1202,2446
HillaryClinton,"""President Trump"" is a dangerous proposition.

Mitt Romney, Ted Cruz, and Marco Rubio agree.
https://t.co/fUkISvgaXC","""President Trump"" is a dangerous proposition.Mitt Romney, Ted Cruz, and Marco Rubio agree.",13,Negative,False,,2016-05-04 18:46:12,2016-05-04,18:46:12,en,7014,9674
HillaryClinton,"""They couldn't take him on on the issues because they basically agreed with him."" —Hillary on Trump's @GOP rivals: https://t.co/tHSMxfom9b","""They couldn't take him on on the issues because they basically agreed with him."" —Hillary on Trump's GOP rivals: ",19,Positive,False,,2016-05-04 18:31:25,2016-05-04,18:31:25,en,693,1229
